folio,section_code,section,locator,position_code,locus_type,raw_eva,display_eva,normalized_tokens,token_count,structural_gloss,structural_confidence,speculative_english,speculative_status,page_context,ruleset_version
fRos,C,Cosmological,fRos.146,@L0,L,<!I>dor,[note: I] dor,dor,1,isolated label or short inscription; paragraph opening; 1 normalized token group. dor: line-initial tendency. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Central Enclosure, toward the eastern tower.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.147,+L0,L,oky,oky,oky,1,isolated label or short inscription; continuation; 1 normalized token group. oky: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Marked Face, toward the outer wall.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.148,+L0,L,roo,roo,roo,1,isolated label or short inscription; continuation; 1 normalized token group. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Middle Gate, toward the eastern tower.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.149,@L0,L,<!II>otol,[note: II] otol,otol,1,isolated label or short inscription; paragraph opening; 1 normalized token group. otol: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Enclosed Field, toward the eastern tower.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.150,+L0,L,ardas,ardas,ardas,1,isolated label or short inscription; continuation; 1 normalized token group. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Inner Rosette, toward the outer wall.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.151,+L0,L,"l,chdy",l [?break] chdy,l chdy,2,isolated label or short inscription; continuation; 2 normalized token groups. l: broad high-frequency form; chdy: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Marked Face, toward the eastern tower.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.152,@L0,L,<!III>oparod,[note: III] oparod,oparod,1,isolated label or short inscription; paragraph opening; 1 normalized token group. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Marked Face, toward the outer wall.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.153,+L0,L,shckhdy,shckhdy,shckhdy,1,isolated label or short inscription; continuation; 1 normalized token group. shckhdy: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Middle Gate, toward the western circle.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.154,+L0,L,tshda,tshda,tshda,1,isolated label or short inscription; continuation; 1 normalized token group. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Enclosed Field, toward the outer wall.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.155,@L0,L,<!IV>opchd,[note: IV] opchd,opchd,1,isolated label or short inscription; paragraph opening; 1 normalized token group. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Central Enclosure, toward the lower field.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.156,+L0,L,opchdy,opchdy,opchdy,1,isolated label or short inscription; continuation; 1 normalized token group. opchdy: line-final tendency. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Marked Face, toward the western circle.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.157,+L0,L,qokal,qokal,qokal,1,isolated label or short inscription; continuation; 1 normalized token group. qokal: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Inner Rosette, toward the outer wall.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.158,@L0,L,<!V>shet[?:a],[note: V] shet[?:a],shet,1,isolated label or short inscription; paragraph opening; 1 normalized token group. shet: recurrent form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Middle Gate, toward the northern rosette.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.159,+L0,L,opchsy,opchsy,opchsy,1,isolated label or short inscription; continuation; 1 normalized token group. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Middle Gate, toward the northern rosette.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
fRos,C,Cosmological,fRos.160,+L0,L,che[?:o]ky,che[?:o]ky,che ky,2,isolated label or short inscription; continuation; 2 normalized token groups. che: recurrent form; ky: recurrent form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Enclosed Field, toward the eastern tower.",Creative reconstruction; not a decipherment or translation,"The large nine-rosette foldout: interconnected medallions, paths, towers, circular writing, and numerous labels.",pilot-0.1.0
f88r,P,Pharmaceutical,f88r.1,@Lc,L,otorchety,otorchety,otorchety,1,isolated label or short inscription; paragraph opening; 1 normalized token group. no English lexical value established.,Moderate for form and position; zero validated English semantics,Label: The Root of the dried fragment.,Creative reconstruction; not a decipherment or translation,"A pharmaceutical page with rows of roots or plant parts, short labels, and paragraph blocks.",pilot-0.1.0
f88r,P,Pharmaceutical,f88r.2,@Lf,L,osal,osal,osal,1,isolated label or short inscription; paragraph opening; 1 normalized token group. osal: recurrent form. no English lexical value established.,Moderate for form and position; zero validated English semantics,Label: The Flower Head of the dried fragment.,Creative reconstruction; not a decipherment or translation,"A pharmaceutical page with rows of roots or plant parts, short labels, and paragraph blocks.",pilot-0.1.0
f88r,P,Pharmaceutical,f88r.3,@Lf,L,orald,orald,orald,1,isolated label or short inscription; paragraph opening; 1 normalized token group. no English lexical value established.,Moderate for form and position; zero validated English semantics,Label: The Flower Head of the red-rooted plant.,Creative reconstruction; not a decipherment or translation,"A pharmaceutical page with rows of roots or plant parts, short labels, and paragraph blocks.",pilot-0.1.0
f88r,P,Pharmaceutical,f88r.4,@Lf,L,oldar,oldar,oldar,1,isolated label or short inscription; paragraph opening; 1 normalized token group. oldar: recurrent form. no English lexical value established.,Moderate for form and position; zero validated English semantics,Label: The Seed Cluster of the red-rooted plant.,Creative reconstruction; not a decipherment or translation,"A pharmaceutical page with rows of roots or plant parts, short labels, and paragraph blocks.",pilot-0.1.0
f88r,P,Pharmaceutical,f88r.5,@Lf,L,otoky,otoky,otoky,1,isolated label or short inscription; paragraph opening; 1 normalized token group. otoky: recurrent form. no English lexical value established.,Moderate for form and position; zero validated English semantics,Label: The Flower Head of the broad-leaved herb.,Creative reconstruction; not a decipherment or translation,"A pharmaceutical page with rows of roots or plant parts, short labels, and paragraph blocks.",pilot-0.1.0
f88r,P,Pharmaceutical,f88r.6,@Lf,L,otaly,otaly,otaly,1,isolated label or short inscription; paragraph opening; 1 normalized token group. otaly: line-initial tendency. no English lexical value established.,Moderate for form and position; zero validated English semantics,Label: The Root of the aromatic plant.,Creative reconstruction; not a decipherment or translation,"A pharmaceutical page with rows of roots or plant parts, short labels, and paragraph blocks.",pilot-0.1.0
